1.000000e-02 1.747804e+00
1.109000e-02 -6.627017e-02
1.218000e-02 -1.033474e-01
1.327000e-02 -2.826514e-02
1.436000e-02 3.086481e-02
1.545000e-02 -8.712826e-02
1.654000e-02 -2.855407e-02
1.763000e-02 -1.101159e-03
1.872000e-02 6.270756e-02
1.981000e-02 -1.774694e-01
2.090000e-02 -5.426793e-02
2.199000e-02 -2.734142e-02
2.308000e-02 -7.199654e-03
2.417000e-02 1.978506e-02
2.526000e-02 8.900950e-02
2.635000e-02 -1.233372e+00
2.744000e-02 -1.217377e-01
2.853000e-02 -6.782151e-02
2.962000e-02 -4.434630e-02
3.071000e-02 -2.795553e-02
3.180000e-02 -1.293706e-02
3.289000e-02 3.921815e-03
3.398000e-02 2.675785e-02
3.507000e-02 6.555451e-02
3.616000e-02 1.629245e-01
3.725000e-02 1.366629e+00
3.834000e-02 -3.158881e-01
3.943000e-02 -1.566595e-01
4.052000e-02 -1.069621e-01
4.161000e-02 -8.083466e-02
4.270000e-02 -6.340690e-02
4.379000e-02 -4.992899e-02
4.488000e-02 -3.834147e-02
4.597000e-02 -2.752476e-02
4.706000e-02 -1.671887e-02
4.815000e-02 -5.266553e-03
4.924000e-02 7.554196e-03
5.033000e-02 2.271164e-02
5.142000e-02 4.172055e-02
5.251000e-02 6.728320e-02
5.360000e-02 1.049451e-01
5.469000e-02 1.684304e-01
5.578000e-02 3.039745e-01
5.687000e-02 8.283162e-01
5.796000e-02 -1.940828e+00
5.905000e-02 -5.000445e-01
6.014000e-02 -3.007312e-01
6.123000e-02 -2.199615e-01
6.232000e-02 -1.753151e-01
6.341000e-02 -1.463684e-01
6.450000e-02 -1.256213e-01
6.559000e-02 -1.096660e-01
6.668000e-02 -9.672564e-02
6.777000e-02 -8.577872e-02
6.886000e-02 -7.619201e-02
6.995000e-02 -6.754802e-02
7.104000e-02 -5.955627e-02
7.213000e-02 -5.200419e-02
7.322000e-02 -4.472827e-02
7.431000e-02 -3.759613e-02
7.540000e-02 -3.049463e-02
7.649000e-02 -2.332151e-02
7.758000e-02 -1.597896e-02
7.867000e-02 -8.368182e-03
7.976000e-02 -3.841915e-04
8.085000e-02 8.089661e-03
8.194000e-02 1.718814e-02
8.303000e-02 2.707230e-02
8.412000e-02 3.794040e-02
8.521000e-02 5.004327e-02
8.630000e-02 6.370670e-02
8.739000e-02 7.936524e-02
8.848000e-02 9.761512e-02
8.957000e-02 1.193006e-01
9.066000e-02 1.456616e-01
9.175000e-02 1.785992e-01
9.284000e-02 2.211895e-01
9.393000e-02 2.787607e-01
9.502000e-02 3.614225e-01
9.611000e-02 4.909901e-01
9.720000e-02 7.248402e-01
9.829000e-02 1.278252e+00
9.938000e-02 4.265784e+00
1.004700e-01 -3.671856e+00
1.015600e-01 -1.342883e+00
1.026500e-01 -8.417240e-01
1.037400e-01 -6.222696e-01
1.048300e-01 -4.986381e-01
1.059200e-01 -4.189973e-01
1.070100e-01 -3.631835e-01
1.081000e-01 -3.217197e-01
1.091900e-01 -2.895636e-01
1.102800e-01 -2.637851e-01
1.113700e-01 -2.425648e-01
1.124600e-01 -2.247130e-01
1.135500e-01 -2.094190e-01
1.146400e-01 -1.961109e-01
1.157300e-01 -1.843739e-01
1.168200e-01 -1.738993e-01
1.179100e-01 -1.644528e-01
1.190000e-01 -1.558533e-01
1.200900e-01 -1.479581e-01
1.211800e-01 -1.406538e-01
1.222700e-01 -1.338484e-01
1.233600e-01 -1.274669e-01
1.244500e-01 -1.214472e-01
1.255400e-01 -1.157374e-01
1.266300e-01 -1.102940e-01
1.277200e-01 -1.050796e-01
1.288100e-01 -1.000624e-01
1.299000e-01 -9.521484e-02
1.309900e-01 -9.051288e-02
1.320800e-01 -8.593540e-02
1.331700e-01 -8.146370e-02
1.342600e-01 -7.708109e-02
1.353500e-01 -7.277259e-02
1.364400e-01 -6.852462e-02
1.375300e-01 -6.432477e-02
1.386200e-01 -6.016163e-02
1.397100e-01 -5.602463e-02
1.408000e-01 -5.190386e-02
1.418900e-01 -4.779001e-02
1.429800e-01 -4.367419e-02
1.440700e-01 -3.954793e-02
1.451600e-01 -3.540300e-02
1.462500e-01 -3.123140e-02
1.473400e-01 -2.702528e-02
1.484300e-01 -2.277686e-02
1.495200e-01 -1.847839e-02
1.506100e-01 -1.412206e-02
1.517000e-01 -9.699992e-03
1.527900e-01 -5.204143e-03
1.538800e-01 -6.262716e-04
1.549700e-01 4.042128e-03
1.560600e-01 8.809879e-03
1.571500e-01 1.368619e-02
1.582400e-01 1.868071e-02
1.593300e-01 2.380360e-02
1.604200e-01 2.906564e-02
1.615100e-01 3.447825e-02
1.626000e-01 4.005364e-02
1.636900e-01 4.580488e-02
1.647800e-01 5.174600e-02
1.658700e-01 5.789217e-02
1.669600e-01 6.425977e-02
1.680500e-01 7.086662e-02
1.691400e-01 7.773211e-02
1.702300e-01 8.487743e-02
1.713200e-01 9.232582e-02
1.724100e-01 1.001028e-01
1.735000e-01 1.082367e-01
1.745900e-01 1.167585e-01
1.756800e-01 1.257030e-01
1.767700e-01 1.351089e-01
1.778600e-01 1.450192e-01
1.789500e-01 1.554825e-01
1.800400e-01 1.665534e-01
1.811300e-01 1.782937e-01
